2025-10-24 22:09:54.391 | INFO     | __main__:init_db:193 - Initializing database...
2025-10-24 22:09:54.441 | INFO     | src.database.connection:initialize:59 - Database engine initialized successfully
2025-10-24 22:09:54.506 | INFO     | src.database.connection:create_tables:72 - Database tables created successfully
2025-10-24 22:09:54.506 | INFO     | __main__:init_db:196 - Database initialized successfully
2025-10-24 22:09:54.506 | INFO     | __main__:run_scraper:208 - Starting scraper...
2025-10-24 22:09:54.506 | INFO     | __main__:run_scraper:213 - Scraping mode: WITH DETAILS (slower, includes full book info)
2025-10-24 22:09:54.506 | WARNING  | src.scraper.base_scraper:__init__:158 - SSL verification disabled - use only for development!
2025-10-24 22:09:54.506 | INFO     | src.scraper.books_scraper:scrape:380 - Scraping page 1: https://books.toscrape.com/
2025-10-24 22:09:56.401 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/
2025-10-24 22:09:56.421 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 1/20: A Light in the Attic...
2025-10-24 22:09:56.791 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html
2025-10-24 22:09:57.299 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 2/20: Tipping the Velvet...
2025-10-24 22:09:57.617 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html
2025-10-24 22:09:58.126 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 3/20: Soumission...
2025-10-24 22:09:58.511 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/soumission_998/index.html
2025-10-24 22:09:59.022 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 4/20: Sharp Objects...
2025-10-24 22:09:59.416 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/sharp-objects_997/index.html
2025-10-24 22:09:59.933 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 5/20: Sapiens: A Brief History of Humankind...
2025-10-24 22:10:00.530 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html
2025-10-24 22:10:01.049 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 6/20: The Requiem Red...
2025-10-24 22:10:01.501 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/the-requiem-red_995/index.html
2025-10-24 22:10:02.016 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 7/20: The Dirty Little Secrets of Getting Your Dream Job...
2025-10-24 22:10:02.424 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html
2025-10-24 22:10:02.977 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 8/20: The Coming Woman: A Novel Based on the Life of the...
2025-10-24 22:10:03.419 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
2025-10-24 22:10:03.934 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 9/20: The Boys in the Boat: Nine Americans and Their Epi...
2025-10-24 22:10:04.324 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
2025-10-24 22:10:04.842 | INFO     | src.scraper.books_scraper:scrape_page:209 - Fetching details for book 10/20: The Black Maria...
2025-10-24 22:10:05.261 | INFO     | src.scraper.base_scraper:fetch_page:176 - Successfully fetched: https://books.toscrape.com/catalogue/the-black-maria_991/index.html
